"","missing.age.mar.sex.05","missing.age.mar.sex.25","missing.age.mar.sex.50","missing.age.mcar.05","missing.age.mcar.25","missing.age.mcar.50","missing.age.mnar.05","missing.age.mnar.25","missing.age.mnar.50","missing.usr.mar.sex.05","missing.usr.mar.sex.25","missing.usr.mar.sex.50","missing.usr.mcar.05","missing.usr.mcar.25","missing.usr.mcar.50","missing.usr.mnar.05","missing.usr.mnar.25","missing.usr.mnar.50","missing.y1v19.mar.sex.05","missing.y1v19.mar.sex.25","missing.y1v19.mar.sex.50","missing.y1v19.mcar.05","missing.y1v19.mcar.25","missing.y1v19.mcar.50","missing.y1v19.mnar.05","missing.y1v19.mnar.25","missing.y1v19.mnar.50"
"X.37",5.56701030927835,23.7113402061856,47.0103092783505,5.87628865979381,24.3298969072165,47.9381443298969,5.56701030927835,23.8144329896907,49.4845360824742,4.94845360824742,23.8144329896907,46.1855670103093,5.77319587628866,25.6701030927835,50.6185567010309,4.74226804123711,25.360824742268,52.2680412371134,4.43298969072165,24.7422680412371,47.5257731958763,5.36082474226804,25.4639175257732,46.0824742268041,5.25773195876289,25.2577319587629,51.7525773195876
"X.38",5.36082474226804,23.2989690721649,48.5567010309278,4.84536082474227,24.7422680412371,52.4742268041237,4.32989690721649,25.7731958762887,48.9690721649485,5.36082474226804,25.0515463917526,46.8041237113402,4.94845360824742,26.3917525773196,51.7525773195876,5.36082474226804,25.5670103092783,51.4432989690722,4.63917525773196,22.8865979381443,49.2783505154639,5.05154639175258,23.1958762886598,50.5154639175258,4.5360824742268,24.3298969072165,49.6907216494845
"X.39",6.08247422680412,24.5360824742268,50,5.97938144329897,26.2886597938144,49.5876288659794,5.77319587628866,24.1237113402062,50.6185567010309,5.77319587628866,23.6082474226804,50.7216494845361,4.32989690721649,24.5360824742268,50.2061855670103,5.05154639175258,26.4948453608247,51.4432989690722,4.5360824742268,23.0927835051546,47.6288659793814,4.12371134020619,25.1546391752577,49.1752577319588,5.77319587628866,25.8762886597938,48.9690721649485
"X.40",4.63917525773196,22.1649484536082,48.0412371134021,3.60824742268041,24.8453608247423,48.9690721649485,5.4639175257732,26.9072164948454,48.2474226804124,4.94845360824742,22.5773195876289,46.5979381443299,4.94845360824742,25.2577319587629,50.4123711340206,4.63917525773196,22.8865979381443,47.1134020618557,4.63917525773196,22.1649484536082,48.8659793814433,5.05154639175258,26.4948453608247,48.2474226804124,5.36082474226804,22.4742268041237,49.7938144329897
"X.41",4.94845360824742,22.5773195876289,47.4226804123711,4.84536082474227,27.1134020618557,50.1030927835052,4.63917525773196,25.4639175257732,50,4.5360824742268,24.020618556701,48.2474226804124,3.81443298969072,26.7010309278351,50,5.36082474226804,28.3505154639175,49.3814432989691,4.5360824742268,23.6082474226804,48.5567010309278,5.15463917525773,24.2268041237113,49.6907216494845,5.15463917525773,24.1237113402062,52.2680412371134
"X.42",5.4639175257732,22.2680412371134,48.3505154639175,5.4639175257732,24.020618556701,50,5.25773195876289,25.360824742268,49.8969072164948,4.94845360824742,24.9484536082474,47.5257731958763,5.87628865979381,21.9587628865979,50.1030927835052,6.08247422680412,26.9072164948454,53.0927835051546,5.15463917525773,22.680412371134,46.1855670103093,4.43298969072165,25.8762886597938,48.5567010309278,4.84536082474227,29.3814432989691,50.1030927835052
"X.43",4.5360824742268,24.4329896907216,47.1134020618557,4.74226804123711,27.319587628866,48.659793814433,5.15463917525773,25.4639175257732,49.2783505154639,4.02061855670103,24.5360824742268,46.4948453608247,4.5360824742268,26.3917525773196,49.1752577319588,4.5360824742268,24.9484536082474,51.2371134020619,4.32989690721649,22.7835051546392,49.5876288659794,6.70103092783505,23.6082474226804,50.3092783505155,4.32989690721649,24.7422680412371,50.2061855670103
"X.44",5.05154639175258,24.2268041237113,48.2474226804124,5.25773195876289,22.5773195876289,47.7319587628866,5.25773195876289,22.4742268041237,49.7938144329897,4.43298969072165,23.6082474226804,46.9072164948454,5.25773195876289,25.2577319587629,51.4432989690722,4.74226804123711,26.4948453608247,49.3814432989691,5.25773195876289,23.0927835051546,47.2164948453608,5.15463917525773,26.1855670103093,47.8350515463918,5.25773195876289,27.4226804123711,51.4432989690722
"X.45",5.05154639175258,26.0824742268041,47.1134020618557,4.63917525773196,23.1958762886598,52.1649484536083,5.05154639175258,24.9484536082474,49.7938144329897,4.74226804123711,23.9175257731959,49.6907216494845,4.02061855670103,25.4639175257732,49.4845360824742,6.08247422680412,24.8453608247423,50.3092783505155,4.5360824742268,26.1855670103093,49.6907216494845,4.22680412371134,24.020618556701,51.2371134020619,5.15463917525773,27.8350515463918,52.7835051546392
"X.46",4.32989690721649,26.5979381443299,48.4536082474227,4.32989690721649,25.5670103092783,48.9690721649485,4.43298969072165,25.2577319587629,50.7216494845361,4.22680412371134,22.8865979381443,49.0721649484536,3.91752577319588,23.4020618556701,48.2474226804124,5.25773195876289,26.7010309278351,49.0721649484536,4.02061855670103,22.3711340206186,51.1340206185567,5.87628865979381,27.0103092783505,50.4123711340206,4.12371134020619,25.5670103092783,48.9690721649485
"X.47",4.5360824742268,24.8453608247423,47.8350515463918,4.43298969072165,23.1958762886598,51.7525773195876,4.22680412371134,24.4329896907216,48.3505154639175,3.19587628865979,22.4742268041237,49.4845360824742,4.94845360824742,24.1237113402062,48.2474226804124,6.49484536082474,25.2577319587629,49.0721649484536,5.4639175257732,25.4639175257732,48.659793814433,4.02061855670103,24.4329896907216,48.5567010309278,4.63917525773196,25.6701030927835,50.5154639175258
"X.48",3.81443298969072,26.2886597938144,48.3505154639175,4.22680412371134,25.1546391752577,49.1752577319588,4.5360824742268,23.9175257731959,49.5876288659794,4.12371134020619,23.5051546391753,47.6288659793814,5.87628865979381,25.5670103092783,51.4432989690722,5.25773195876289,23.2989690721649,48.0412371134021,3.29896907216495,22.4742268041237,46.5979381443299,5.56701030927835,23.0927835051546,49.3814432989691,5.25773195876289,25.2577319587629,51.340206185567
"X.49",4.74226804123711,23.9175257731959,47.8350515463918,6.08247422680412,24.2268041237113,48.2474226804124,4.84536082474227,23.4020618556701,50.3092783505155,4.32989690721649,23.5051546391753,49.3814432989691,5.4639175257732,25.2577319587629,48.8659793814433,4.63917525773196,24.5360824742268,50.5154639175258,3.50515463917526,22.2680412371134,49.8969072164948,4.94845360824742,25.360824742268,54.4329896907216,4.43298969072165,25.1546391752577,50.6185567010309
"X.50",5.25773195876289,24.020618556701,48.7628865979381,5.25773195876289,27.1134020618557,49.7938144329897,4.63917525773196,25.7731958762887,49.0721649484536,4.22680412371134,24.2268041237113,48.9690721649485,5.05154639175258,24.2268041237113,53.5051546391753,4.22680412371134,23.7113402061856,48.3505154639175,4.43298969072165,23.6082474226804,47.4226804123711,4.43298969072165,24.3298969072165,50.3092783505155,6.18556701030928,26.7010309278351,50.2061855670103
"X.51",3.71134020618557,26.2886597938144,45.5670103092784,5.56701030927835,25.6701030927835,51.340206185567,4.02061855670103,27.0103092783505,49.8969072164948,5.15463917525773,25.1546391752577,48.659793814433,5.25773195876289,23.2989690721649,51.4432989690722,3.4020618556701,24.9484536082474,50.9278350515464,5.56701030927835,24.1237113402062,48.0412371134021,3.91752577319588,26.8041237113402,50,7.11340206185567,26.8041237113402,48.8659793814433
"X.52",4.02061855670103,24.8453608247423,49.2783505154639,3.81443298969072,22.4742268041237,51.4432989690722,3.71134020618557,24.5360824742268,49.3814432989691,5.67010309278351,23.9175257731959,48.9690721649485,4.02061855670103,25.2577319587629,50.8247422680412,4.5360824742268,26.0824742268041,51.6494845360825,4.5360824742268,23.8144329896907,47.2164948453608,4.43298969072165,25.0515463917526,48.2474226804124,5.25773195876289,28.1443298969072,48.3505154639175
"X.53",4.32989690721649,23.4020618556701,49.0721649484536,5.15463917525773,23.7113402061856,51.6494845360825,4.22680412371134,25.4639175257732,50.7216494845361,4.22680412371134,24.4329896907216,51.6494845360825,4.63917525773196,24.7422680412371,49.5876288659794,4.63917525773196,24.3298969072165,47.319587628866,4.32989690721649,21.2371134020619,50.9278350515464,5.36082474226804,23.2989690721649,50.8247422680412,3.60824742268041,26.4948453608247,50.7216494845361
"X.54",4.5360824742268,24.3298969072165,48.7628865979381,6.80412371134021,24.639175257732,51.8556701030928,4.94845360824742,26.9072164948454,50,3.4020618556701,24.3298969072165,50.8247422680412,4.32989690721649,25.2577319587629,49.2783505154639,4.63917525773196,25.0515463917526,50.4123711340206,4.94845360824742,24.8453608247423,50.1030927835052,5.15463917525773,24.5360824742268,49.2783505154639,4.74226804123711,25.979381443299,50.7216494845361
"X.55",4.5360824742268,24.5360824742268,48.8659793814433,5.67010309278351,25.2577319587629,50.7216494845361,4.5360824742268,24.5360824742268,49.2783505154639,5.15463917525773,26.4948453608247,50.8247422680412,6.08247422680412,24.1237113402062,48.9690721649485,5.67010309278351,24.639175257732,50.1030927835052,6.08247422680412,24.3298969072165,47.9381443298969,4.84536082474227,25.360824742268,45.4639175257732,5.4639175257732,24.1237113402062,51.340206185567
"X.56",4.74226804123711,24.020618556701,51.2371134020619,4.84536082474227,25.360824742268,46.4948453608247,5.05154639175258,25.7731958762887,48.2474226804124,5.4639175257732,22.9896907216495,43.8144329896907,4.5360824742268,27.0103092783505,48.9690721649485,5.25773195876289,23.9175257731959,50.6185567010309,6.08247422680412,25.2577319587629,47.0103092783505,5.67010309278351,26.2886597938144,49.0721649484536,5.25773195876289,25.7731958762887,51.6494845360825
"X.57",3.50515463917526,25.2577319587629,47.1134020618557,4.63917525773196,25.0515463917526,51.0309278350515,4.02061855670103,22.8865979381443,49.7938144329897,5.67010309278351,21.340206185567,48.2474226804124,4.63917525773196,23.6082474226804,49.2783505154639,5.25773195876289,26.1855670103093,50,5.4639175257732,22.680412371134,49.0721649484536,6.28865979381443,23.9175257731959,48.8659793814433,5.67010309278351,24.8453608247423,51.8556701030928
"X.58",5.15463917525773,24.020618556701,48.9690721649485,4.84536082474227,24.8453608247423,51.340206185567,5.77319587628866,24.8453608247423,49.8969072164948,4.63917525773196,24.3298969072165,49.2783505154639,4.84536082474227,26.7010309278351,49.5876288659794,5.67010309278351,24.020618556701,49.1752577319588,4.63917525773196,23.2989690721649,49.7938144329897,6.70103092783505,24.7422680412371,50.5154639175258,3.81443298969072,25.0515463917526,51.2371134020619
