"","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"240",1,1,12,4,5,2,3,2,2,5,5,2,5,4,3,3,1,4,1,3,3,3,3,3,642303,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"241",1,1,12,4,5,2,3,2,2,5,5,2,5,5,4,4,2,4,1,2,2,2,2,2,221105,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"243",1,1,12,4,3,2,3,3,1,5,5,2,5,5,4,3,2,4,1,2,2,2,2,2,151703,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"245",1,1,12,4,5,2,3,4,5,4,5,4,5,5,1,3,3,4,1,3,3,3,3,3,668205,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"246",1,1,12,4,5,2,5,2,2,4,4,2,5,3,4,4,2,4,1,1,1,1,1,1,320102,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"247",1,1,12,4,4,2,5,4,4,4,5,4,5,5,3,2,3,4,1,2,2,2,2,2,119804,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"248",1,1,12,5,4,1,1,2,1,5,4,2,4,4,4,4,3,4,2,3,3,3,3,3,753902,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"254",1,1,12,5,4,1,1,2,2,5,5,2,5,5,1,3,2,4,2,2,2,2,2,2,152303,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"256",1,1,12,5,5,1,1,2,3,4,4,2,4,4,4,4,3,4,1,3,3,3,3,3,794804,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"258",1,1,12,5,5,1,1,4,2,4,4,4,4,4,1,1,3,3,1,2,2,2,2,2,766402,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"259",1,1,12,5,4,1,3,1,2,5,4,4,5,5,4,4,2,4,1,2,2,2,2,2,237202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"260",1,1,12,5,5,1,3,2,1,5,5,2,4,5,1,2,2,3,1,3,3,3,3,3,599704,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"261",1,1,12,5,3,1,3,2,2,4,4,3,4,4,4,4,3,4,3,2,2,2,2,2,614503,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,6,1,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"263",1,1,12,5,5,1,3,2,2,5,5,3,4,3,2,2,3,4,3,2,2,2,2,2,376302,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,5,0,5,1.791759469,3,0,1,0,0,1,0,0,1,0,0,1,0
"264",1,1,12,5,5,1,3,3,3,4,4,3,4,4,4,4,2,4,2,3,3,3,3,3,596404,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,0,1,0,0,1,0,0,1,0,0,1
"265",1,1,12,5,5,1,3,4,2,2,2,2,2,2,4,2,2,4,1,3,3,3,3,3,733105,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,0,1,0,0,1,0,0,1,0,0,1
"266",1,1,12,5,3,1,3,4,2,5,4,2,4,4,4,3,2,4,1,3,3,3,3,3,567302,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"267",1,1,12,5,3,1,3,4,2,5,5,4,5,5,3,3,3,4,2,3,3,3,3,3,668206,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"269",1,1,12,5,4,1,5,2,1,4,5,2,5,5,3,4,3,4,1,3,3,3,3,3,790603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"270",1,1,12,5,4,1,5,2,2,4,5,3,5,4,4,4,3,4,1,2,2,2,2,2,32304,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"271",1,1,12,5,5,2,1,2,2,4,4,2,4,4,4,3,3,4,1,1,1,1,1,1,304703,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"272",1,1,12,5,4,2,1,2,2,5,5,2,5,5,4,4,3,4,2,3,3,3,3,3,676902,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"273",1,1,12,5,4,2,1,2,2,5,5,3,5,5,2,3,1,4,1,3,3,3,3,3,593402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,0,1,0,0,1,0,0,1,0,0,1
"274",1,1,12,5,5,2,1,4,1,5,5,3,5,5,3,4,2,4,2,2,2,2,2,2,616602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"276",1,1,12,5,4,2,1,4,4,4,5,3,5,5,2,2,1,4,1,2,2,2,2,2,623104,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"277",1,1,12,5,4,2,3,1,2,5,4,2,4,4,3,4,1,4,1,3,3,3,3,3,582304,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"278",1,1,12,5,5,2,3,2,1,5,5,1,5,5,2,2,3,4,1,2,2,2,2,2,166603,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"279",1,1,12,5,5,2,3,2,2,4,4,2,5,5,4,4,2,4,2,2,2,2,2,2,539804,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"280",1,1,12,5,4,2,3,2,2,5,5,1,5,5,1,3,3,4,2,2,2,2,2,2,523302,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"281",1,1,12,5,5,2,3,4,2,4,4,2,4,4,4,3,3,4,2,3,3,3,3,3,592402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"282",1,1,12,5,5,2,3,4,2,4,4,4,4,2,3,3,3,4,1,1,1,1,1,1,75503,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,5,0,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"283",1,1,12,5,5,2,3,4,2,4,5,1,5,5,4,3,2,4,2,3,3,3,3,3,748602,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,5,1,6,1.945910149,2,0,0,1,0,0,1,0,0,1,0,0,1
"285",1,1,12,5,3,2,3,5,2,3,3,4,3,3,3,4,2,3,3,1,1,1,1,1,227202,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,1,0,0,1,0,0,0,0,0,1,0,0
"286",1,1,12,5,5,2,5,1,2,5,5,1,5,5,4,4,3,4,1,3,3,3,3,3,625202,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"287",1,1,12,5,3,2,5,1,2,5,5,2,5,5,4,4,2,4,1,2,2,2,2,2,262103,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"289",1,1,12,5,4,2,5,2,3,4,5,3,5,5,3,4,1,4,1,3,3,3,3,3,585602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"290",1,1,12,5,3,2,5,2,3,5,4,1,4,4,3,4,2,4,1,1,1,1,1,1,9902,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"316",1,1,13,2,5,1,1,2,2,5,5,2,5,5,4,4,2,4,1,2,2,2,2,2,718203,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"319",1,1,13,2,5,1,3,4,2,4,4,3,5,5,4,3,3,4,1,1,1,1,1,1,213102,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"321",1,1,13,2,5,2,1,1,1,4,5,1,5,4,4,3,1,4,3,3,3,3,3,3,628402,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"328",1,1,13,3,4,1,3,2,2,3,4,2,4,4,3,2,3,3,2,1,1,1,1,1,130703,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"329",1,1,13,3,4,1,3,3,1,5,5,4,5,5,4,4,3,4,1,3,3,3,3,3,584502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"330",1,1,13,3,5,1,5,2,2,5,5,3,5,5,4,4,3,4,1,2,2,2,2,2,523502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,3,0,1,0,0,1,0,0,1,0,0,1,0
"331",1,1,13,3,5,1,5,2,2,5,5,4,4,4,3,2,3,4,1,2,2,2,2,2,179403,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,6,1,7,2.079441542,2,0,1,0,0,1,0,0,1,0,0,1,0
"333",1,1,13,3,3,2,1,2,4,4,4,4,4,4,2,4,1,3,3,2,2,2,2,2,178602,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,8,1,9,2.302585093,1,0,1,0,0,1,0,0,1,0,0,1,0
"335",1,1,13,3,2,2,3,1,4,5,5,2,4,4,3,3,1,4,1,2,2,2,2,2,421502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,2,0,1,0,0,1,0,0,1,0,0,1,0
"336",1,1,13,3,4,2,3,2,2,4,5,3,5,5,4,4,2,4,1,2,2,2,2,2,410003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"337",1,1,13,3,4,2,3,4,2,5,4,3,4,3,3,3,2,4,1,2,2,2,2,2,51602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,1,0,0,1,0,0,1,0,0,1,0
"338",1,1,13,3,3,2,5,2,2,4,3,4,3,4,2,3,1,3,3,2,2,2,2,2,343302,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"339",1,1,13,3,5,2,5,2,2,4,5,2,4,5,1,4,1,4,1,1,1,1,1,1,74003,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,3,1,0,0,1,0,0,0,0,0,1,0,0
"341",1,1,13,4,4,1,1,2,2,4,5,2,4,5,2,2,2,4,2,2,2,2,2,2,163802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"342",1,1,13,4,5,1,1,2,2,4,5,2,4,5,2,4,1,4,1,1,1,1,1,1,419605,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,0,4,1.609437912,2,1,0,0,1,0,0,0,0,0,1,0,0
"343",1,1,13,4,4,1,1,2,2,5,5,3,5,5,1,2,3,4,1,3,3,3,3,3,608502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"345",1,1,13,4,4,1,1,4,2,4,4,2,4,4,4,3,3,4,1,2,2,2,2,2,157303,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,7,0,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"346",1,1,13,4,4,1,1,4,2,4,4,3,4,4,4,3,2,4,2,2,2,2,2,2,159602,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"347",1,1,13,4,3,1,1,4,2,4,4,4,5,4,2,3,3,4,1,2,2,2,2,2,311703,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"350",1,1,13,4,5,1,3,3,1,5,4,4,4,4,4,3,3,4,2,2,2,2,2,2,299302,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"351",1,1,13,4,5,1,3,3,2,4,3,3,4,4,4,3,2,4,1,2,2,2,2,2,497202,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"352",1,1,13,4,5,1,3,3,4,4,2,5,2,1,2,4,3,4,2,1,1,1,1,1,227102,1,0,0,3.135494216,1,1,0,1,0,1,1,0,1,0,1,7,0,7,2.079441542,1,1,0,0,1,0,0,0,0,0,1,0,0
"353",1,1,13,4,5,1,3,4,1,5,4,1,4,5,2,3,2,4,1,1,1,1,1,1,420603,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"354",1,1,13,4,4,1,3,4,2,5,5,3,5,5,3,4,1,4,2,1,1,1,1,1,475402,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"355",1,1,13,4,3,1,3,4,3,5,4,4,4,3,4,2,3,4,2,2,2,2,2,2,762402,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"356",1,1,13,4,4,1,5,2,2,4,4,4,4,4,4,4,1,3,3,2,2,2,2,2,615202,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,6,1,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"358",1,1,13,4,3,2,1,1,3,5,5,2,4,5,4,4,3,4,1,2,2,2,2,2,229303,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"359",1,1,13,4,4,2,1,2,2,4,4,2,4,4,3,2,1,3,1,2,2,2,2,2,488403,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,1,0,0,1,0,0,1,0,0,1,0
"360",1,1,13,4,4,2,1,2,2,5,4,2,5,5,3,4,3,4,1,3,3,3,3,3,607402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"361",1,1,13,4,4,2,1,4,2,4,4,2,4,4,4,4,2,4,1,2,2,2,2,2,216003,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"363",1,1,13,4,3,2,1,4,3,5,4,4,5,5,4,3,1,4,2,2,2,2,2,2,318303,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"364",1,1,13,4,3,2,1,4,4,4,4,5,4,4,4,3,1,4,2,2,2,2,2,2,111403,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"365",1,1,13,4,2,2,3,2,2,4,4,2,4,5,4,3,3,4,1,3,3,3,3,3,728502,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"366",1,1,13,4,4,2,3,2,2,5,3,4,3,3,2,4,2,4,2,3,3,3,3,3,570403,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"367",1,1,13,4,4,2,3,2,2,5,4,2,4,5,4,4,2,4,1,1,1,1,1,1,233102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"368",1,1,13,4,4,2,3,2,2,5,5,2,5,5,2,4,2,4,2,3,3,3,3,3,621603,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"369",1,1,13,4,4,2,3,3,2,5,5,2,5,5,4,4,3,4,1,2,2,2,2,2,31205,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"370",1,1,13,4,3,2,3,4,2,4,2,4,2,2,3,4,2,3,3,2,2,2,2,2,26002,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"371",1,1,13,4,4,2,3,4,2,4,4,3,4,4,3,3,2,4,1,2,2,2,2,2,343403,0,1,0,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"372",1,1,13,4,2,2,3,4,2,4,4,3,4,4,3,4,2,3,1,1,1,1,1,1,385902,1,0,0,1.098612289,1,1,0,1,0,1,1,0,1,1,1,8,1,9,2.302585093,1,1,0,0,1,0,0,0,0,0,1,0,0
"373",1,1,13,4,5,2,3,4,2,5,4,3,4,3,3,2,3,4,1,1,1,1,1,1,428703,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,1,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"375",1,1,13,4,4,2,3,4,3,4,4,3,4,4,4,3,3,4,2,3,3,3,3,3,598102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"377",1,1,13,5,5,1,1,1,1,5,5,2,5,5,4,4,3,4,1,3,3,3,3,3,725002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"378",1,1,13,5,5,1,1,2,2,5,5,2,5,4,4,4,3,4,1,1,1,1,1,1,200903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"379",1,1,13,5,3,1,1,2,2,5,5,3,5,5,4,4,2,4,2,2,2,2,2,2,417102,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"380",1,1,13,5,5,1,1,2,4,4,4,4,4,4,3,3,2,3,1,2,2,2,2,2,417503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"381",1,1,13,5,5,1,1,2,4,5,4,3,4,4,4,2,1,3,1,2,2,2,2,2,617702,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"382",1,1,13,5,3,1,1,2,4,5,5,4,5,2,1,2,2,4,1,1,1,1,1,1,397106,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,9,1,10,2.397895273,1,1,0,0,1,0,0,0,0,0,1,0,0
"383",1,1,13,5,4,1,1,3,2,4,4,4,5,4,3,4,3,4,2,2,2,2,2,2,290103,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"384",1,1,13,5,5,1,3,1,1,5,5,1,5,5,3,3,1,4,1,2,2,2,2,2,153102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"385",1,1,13,5,5,1,3,1,1,5,5,1,5,5,4,4,3,4,1,2,2,2,2,2,134002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"386",1,1,13,5,5,1,3,2,1,5,4,4,4,4,4,4,3,4,2,2,2,2,2,2,418102,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"388",1,1,13,5,5,1,5,2,2,4,4,4,4,4,1,4,3,4,1,1,1,1,1,1,56502,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"389",1,1,13,5,5,1,5,2,2,5,4,2,4,4,1,3,2,3,1,1,1,1,1,1,21702,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"391",1,1,13,5,4,1,5,3,1,4,5,2,5,4,4,3,2,4,1,3,3,3,3,3,705202,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"393",1,1,13,5,4,1,5,3,2,4,4,2,4,4,2,3,2,4,1,2,2,2,2,2,409903,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"395",1,1,13,5,4,2,1,1,1,4,5,4,4,5,3,2,2,3,2,1,1,1,1,1,130502,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"396",1,1,13,5,5,2,1,2,2,4,5,1,5,5,1,3,1,4,1,3,3,3,3,3,581203,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"398",1,1,13,5,4,2,1,4,4,4,4,2,4,4,4,4,3,3,2,2,2,2,2,2,609502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"400",1,1,13,5,4,2,3,1,1,5,5,1,5,5,4,3,1,4,1,2,2,2,2,2,548003,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"402",1,1,13,5,4,2,3,1,3,5,5,2,5,5,4,4,2,4,2,3,3,3,3,3,645902,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"403",1,1,13,5,4,2,3,2,1,5,5,2,5,5,4,3,2,4,1,3,3,3,3,3,566103,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"404",1,1,13,5,5,2,3,2,2,4,4,4,4,4,3,2,2,4,1,3,3,3,3,3,675002,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"405",1,1,13,5,5,2,3,2,2,5,4,2,4,4,3,4,1,3,1,3,3,3,3,3,728003,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"406",1,1,13,5,4,2,3,3,2,4,4,2,5,5,4,4,3,4,2,2,2,2,2,2,548403,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"410",1,1,13,5,4,2,3,5,3,4,3,4,3,3,3,3,3,3,1,3,3,3,3,3,583802,0,0,1,1.945910149,0,1,0,0,0,1,0,0,1,1,1,5,1,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"411",1,1,13,5,5,2,3,5,3,5,5,1,5,5,4,4,3,4,1,2,2,2,2,2,157102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"412",1,1,13,5,5,2,5,1,1,5,5,2,5,5,4,3,3,4,1,2,2,2,2,2,131803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,1,0,0,1,0,0,1,0,0,1,0
"413",1,1,13,5,5,2,5,2,2,4,4,2,4,4,4,4,2,4,1,3,3,3,3,3,749403,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,0,0,1,0,0,1,0,0,1,0,0,1
"414",1,1,13,5,2,2,5,2,2,4,5,3,5,5,4,4,3,4,1,2,2,2,2,2,271202,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"415",1,1,13,5,5,2,5,2,2,4,5,4,4,4,4,2,3,4,1,1,1,1,1,1,252502,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"416",1,1,13,5,3,2,5,3,3,5,4,3,3,4,2,3,3,4,1,3,3,3,3,3,769702,0,0,1,1.945910149,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"417",1,1,13,5,5,2,5,4,1,5,5,2,5,5,4,4,2,4,1,2,2,2,2,2,616702,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"419",1,1,13,5,5,2,5,4,2,5,4,4,4,4,3,3,2,4,3,1,1,1,1,1,529103,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
