"","X","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"703",1274,1,"Female",13,5,5,2,3,2,1,5,3,3,4,3,3,3,1,2,2,2,2,"Suburban",2,2,50702,0,1,0,1.098612289,0,1,0,0,0,1,1,0,1,0,1,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"704",1276,1,"Female",13,5,5,2,3,2,1,5,5,2,5,5,4,4,2,4,2,3,3,"Rural",3,3,666703,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"705",1277,1,"Female",13,5,5,2,3,2,2,4,4,2,4,4,3,3,3,4,1,1,1,"Urban",1,1,242702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"706",1278,1,"Female",13,5,5,2,3,2,2,4,5,2,4,5,2,2,1,4,2,3,3,"Rural",3,3,646602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"707",1279,1,"Female",13,5,4,2,3,2,2,5,4,2,5,5,3,4,1,4,2,2,2,"Suburban",2,2,136602,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"708",1280,1,"Female",13,5,1,2,3,2,2,5,4,4,2,4,2,4,3,4,1,2,2,"Suburban",2,2,179002,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"709",1281,1,"Female",13,5,4,2,3,2,2,5,5,1,5,5,4,4,2,4,1,3,3,"Rural",3,3,790902,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"710",1282,1,"Female",13,5,5,2,3,3,1,5,5,3,5,5,2,3,3,4,2,1,1,"Urban",1,1,426104,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"711",1283,1,"Female",13,5,4,2,3,4,1,5,5,2,4,5,3,4,3,4,1,3,3,"Rural",3,3,588302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"712",1284,1,"Female",13,5,5,2,5,1,2,5,5,2,5,5,4,4,3,4,1,3,3,"Rural",3,3,792503,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"713",1285,1,"Female",13,5,5,2,5,2,1,5,4,1,5,5,3,2,1,4,1,1,1,"Urban",1,1,420903,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"714",1286,1,"Female",13,5,3,2,5,2,1,5,4,2,5,4,1,2,1,4,3,1,1,"Urban",1,1,384503,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"715",1288,1,"Female",13,5,5,2,5,2,4,4,4,2,4,4,3,3,1,4,1,1,1,"Urban",1,1,420803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"716",1291,1,"Female",13,5,3,2,5,4,2,5,5,2,5,5,4,4,3,4,2,1,1,"Urban",1,1,529402,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"717",1300,1,"Female",14,1,5,2,5,2,4,5,5,2,5,5,4,4,2,4,1,2,2,"Suburban",2,2,417804,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"718",1301,1,"Female",14,2,3,2,1,4,2,4,4,3,3,4,2,4,1,4,1,1,1,"Urban",1,1,244502,1,0,0,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"719",1302,1,"Female",14,3,5,1,1,5,1,5,5,2,5,5,4,4,3,4,2,2,2,"Suburban",2,2,623302,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"720",1303,1,"Female",14,3,5,1,3,1,1,5,4,3,5,5,4,4,3,4,1,3,3,"Rural",3,3,553102,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,0,4,1.609437912,3,0,0,1,0,0,1,0,0,1,0,0,1
"721",1304,1,"Female",14,3,4,1,3,2,3,5,5,2,4,5,1,2,2,4,1,3,3,"Rural",3,3,742602,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"722",1308,1,"Female",14,3,5,2,1,1,1,5,5,1,5,5,3,4,1,4,1,1,1,"Urban",1,1,287202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"723",1309,1,"Female",14,3,2,2,1,1,4,5,5,2,5,5,2,4,3,4,2,2,2,"Suburban",2,2,489802,0,1,0,1.098612289,0,1,0,0,0,1,1,0,0,1,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"724",1310,1,"Female",14,3,3,2,1,2,2,5,5,3,5,4,4,3,3,4,1,3,3,"Rural",3,3,767402,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"725",1312,1,"Female",14,3,4,2,3,2,2,5,5,2,5,5,3,3,3,4,1,3,3,"Rural",3,3,739603,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"726",1313,1,"Female",14,3,5,2,3,4,2,5,5,2,5,4,1,4,2,4,1,1,1,"Urban",1,1,232302,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"727",1318,1,"Female",14,4,5,1,1,2,2,5,4,2,4,4,2,4,1,4,1,3,3,"Rural",3,3,755602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"728",1320,1,"Female",14,4,4,1,3,2,2,4,4,2,4,4,4,4,3,3,2,1,1,"Urban",1,1,497504,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"729",1321,1,"Female",14,4,4,1,3,2,2,5,4,2,5,5,4,3,2,4,1,1,1,"Urban",1,1,451003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"730",1323,1,"Female",14,4,3,1,5,4,3,4,5,2,5,5,4,3,3,4,1,3,3,"Rural",3,3,711402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"731",1324,1,"Female",14,4,5,2,1,1,1,5,5,1,5,5,1,1,3,4,1,2,2,"Suburban",2,2,245103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"732",1326,1,"Female",14,4,5,2,1,2,1,5,5,3,5,5,4,4,1,4,2,2,2,"Suburban",2,2,522902,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"733",1327,1,"Female",14,4,4,2,1,2,2,4,4,2,4,4,3,3,3,4,2,2,2,"Suburban",2,2,194202,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"734",1329,1,"Female",14,4,5,2,1,2,3,5,4,2,5,5,2,4,3,4,1,2,2,"Suburban",2,2,614303,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"735",1331,1,"Female",14,4,4,2,1,4,2,5,4,4,4,5,3,4,1,4,2,3,3,"Rural",3,3,649102,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,5,1,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"736",1332,1,"Female",14,4,2,2,1,4,3,4,5,1,2,4,4,2,1,4,1,1,1,"Urban",1,1,79703,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"737",1333,1,"Female",14,4,4,2,3,1,1,5,5,2,5,5,4,4,1,4,2,3,3,"Rural",3,3,728002,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"738",1334,1,"Female",14,4,5,2,3,1,2,5,4,2,4,5,4,3,2,4,1,2,2,"Suburban",2,2,97602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"739",1335,1,"Female",14,4,5,2,3,1,2,5,5,2,5,5,2,3,2,4,1,3,3,"Rural",3,3,585002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"740",1337,1,"Female",14,4,4,2,3,2,1,5,3,3,2,4,4,4,2,4,1,2,2,"Suburban",2,2,508702,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"741",1338,1,"Female",14,4,5,2,3,2,1,5,5,4,5,5,4,4,1,4,2,1,1,"Urban",1,1,507402,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"742",1339,1,"Female",14,4,4,2,3,2,2,4,4,4,4,4,1,4,2,4,1,2,2,"Suburban",2,2,445202,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"743",1340,1,"Female",14,4,4,2,3,2,2,4,5,2,5,5,3,4,1,4,2,2,2,"Suburban",2,2,306403,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"744",1341,1,"Female",14,4,4,2,3,2,2,5,4,2,4,4,2,3,3,4,1,1,1,"Urban",1,1,386002,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"745",1343,1,"Female",14,4,3,2,3,2,3,4,4,3,4,4,1,2,1,3,1,3,3,"Rural",3,3,594302,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"746",1344,1,"Female",14,4,3,2,3,4,1,5,4,2,4,5,4,4,2,4,1,3,3,"Rural",3,3,582303,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"747",1345,1,"Female",14,4,4,2,3,4,2,4,2,2,2,2,3,4,3,3,2,2,2,"Suburban",2,2,376402,0,1,0,3.135494216,1,1,0,0,0,1,1,0,0,0,1,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"748",1348,1,"Female",14,4,3,2,5,2,1,4,4,3,4,4,4,3,2,4,1,2,2,"Suburban",2,2,235802,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"749",1349,1,"Female",14,5,4,1,1,1,1,5,5,2,5,5,2,3,3,4,1,2,2,"Suburban",2,2,375403,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"750",1352,1,"Female",14,5,4,1,3,2,2,5,4,3,4,5,3,4,2,4,1,2,2,"Suburban",2,2,69502,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"751",1353,1,"Female",14,5,4,1,3,3,1,5,5,2,5,5,3,4,3,4,1,2,2,"Suburban",2,2,309904,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"752",1354,1,"Female",14,5,5,1,3,4,2,5,5,3,5,5,4,4,1,4,1,1,1,"Urban",1,1,498702,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,1,0,0,1,0,0,0,0,0,1,0,0
"753",1355,1,"Female",14,5,5,1,5,2,2,5,5,2,5,5,4,4,3,4,1,3,3,"Rural",3,3,531902,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"754",1356,1,"Female",14,5,2,1,5,5,2,4,4,5,2,4,1,4,3,4,2,2,2,"Suburban",2,2,717802,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"755",1357,1,"Female",14,5,5,2,1,1,1,5,5,1,5,5,2,4,1,4,1,2,2,"Suburban",2,2,109803,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"756",1358,1,"Female",14,5,4,2,1,2,1,5,5,2,5,1,1,4,2,4,3,3,3,"Rural",3,3,612702,0,0,1,1.098612289,0,1,0,0,0,1,1,0,0,1,1,5,1,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"757",1359,1,"Female",14,5,5,2,1,3,1,5,4,2,3,4,3,4,3,4,2,2,2,"Suburban",2,2,318602,0,1,0,1.098612289,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"758",1360,1,"Female",14,5,5,2,1,4,4,5,5,2,5,5,2,3,3,4,1,2,2,"Suburban",2,2,787704,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"759",1362,1,"Female",14,5,4,2,3,1,1,5,5,2,4,5,4,4,2,4,1,2,2,"Suburban",2,2,119802,0,1,0,1.098612289,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"760",1363,1,"Female",14,5,4,2,3,1,2,4,4,2,5,5,3,4,2,4,1,3,3,"Rural",3,3,559203,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"761",1364,1,"Female",14,5,5,2,3,2,1,4,4,2,3,5,4,4,1,4,1,2,2,"Suburban",2,2,137002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"762",1366,1,"Female",14,5,4,2,3,2,1,5,5,2,4,5,4,4,3,4,1,1,1,"Urban",1,1,476202,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"763",1368,1,"Female",14,5,2,2,3,2,2,4,4,2,4,4,3,4,2,3,1,3,3,"Rural",3,3,753802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"764",1371,1,"Female",14,5,5,2,3,2,2,5,5,2,5,4,4,4,3,4,1,3,3,"Rural",3,3,567402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"765",1372,1,"Female",14,5,5,2,3,2,2,5,5,2,5,5,2,2,1,4,1,2,2,"Suburban",2,2,617502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"766",1373,1,"Female",14,5,3,2,3,2,2,5,5,2,5,5,4,4,1,4,2,3,3,"Rural",3,3,636502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"767",1374,1,"Female",14,5,4,2,3,2,4,4,5,2,5,4,4,2,1,4,1,3,3,"Rural",3,3,657103,0,0,1,1.098612289,1,1,0,0,0,1,1,0,0,0,1,5,1,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"768",1376,1,"Female",14,5,4,2,3,4,2,4,4,2,4,5,4,4,1,4,1,2,2,"Suburban",2,2,610402,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"769",1378,1,"Female",14,5,5,2,5,1,1,5,5,1,5,5,1,4,3,4,1,2,2,"Suburban",2,2,236302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"770",1379,1,"Female",14,5,4,2,5,1,1,5,5,1,5,5,2,4,2,4,1,3,3,"Rural",3,3,794802,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"771",1380,1,"Female",14,5,4,2,5,2,1,4,5,2,5,5,4,4,2,4,1,2,2,"Suburban",2,2,203602,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"772",1382,1,"Female",14,5,5,2,5,2,2,4,4,3,4,4,2,4,2,4,1,2,2,"Suburban",2,2,145402,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"773",1385,1,"Female",14,5,4,2,5,2,2,5,5,3,4,4,4,4,3,4,1,2,2,"Suburban",2,2,318502,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"774",1386,1,"Female",14,5,3,2,5,2,3,5,5,3,4,4,4,4,1,4,1,3,3,"Rural",3,3,638104,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"775",1387,1,"Female",14,5,4,2,5,3,1,5,5,2,3,4,2,4,1,4,1,3,3,"Rural",3,3,673702,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,0,1,0,0,1,0,0,1,0,0,1
"776",1389,1,"Female",14,5,3,2,5,3,2,5,5,3,3,5,2,4,1,4,2,1,1,"Urban",1,1,473703,1,0,0,1.945910149,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,1,0,0,1,0,0,0,0,0,1,0,0
"777",1392,1,"Female",14,5,2,2,5,4,2,5,5,4,2,4,2,4,1,4,2,2,2,"Suburban",2,2,174202,0,1,0,1.098612289,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"778",1399,1,"Female",15,1,5,2,3,2,2,5,5,5,4,5,2,1,3,4,1,1,1,"Urban",1,1,483802,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,5,0,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"779",1400,1,"Female",15,1,5,2,5,5,5,4,1,4,1,2,4,3,1,1,1,1,1,"Urban",1,1,79702,1,0,0,5.774551546,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,2,1,0,0,1,0,0,0,0,0,1,0,0
"780",1402,1,"Female",15,2,3,2,1,2,4,4,4,2,2,4,1,4,1,4,1,2,2,"Suburban",2,2,610102,0,1,0,4.762173935,1,1,0,0,0,0,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"781",1404,1,"Female",15,2,4,2,3,2,3,4,2,4,1,2,2,4,1,4,1,2,2,"Suburban",2,2,294802,0,1,0,1.098612289,0,1,0,1,0,1,0,0,0,1,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"782",1406,1,"Female",15,2,2,2,5,2,2,5,5,2,5,5,4,3,1,3,2,3,3,"Rural",3,3,628403,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"783",1407,1,"Female",15,3,5,1,1,1,1,5,5,1,5,5,4,4,1,4,1,1,1,"Urban",1,1,213502,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,3,1,0,0,1,0,0,0,0,0,1,0,0
"784",1409,1,"Female",15,3,5,2,1,1,1,5,5,1,5,5,4,4,2,4,1,3,3,"Rural",3,3,675003,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"785",1410,1,"Female",15,3,5,2,1,2,1,5,5,3,5,5,1,2,2,4,1,3,3,"Rural",3,3,666702,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"786",1411,1,"Female",15,3,5,2,1,2,2,5,5,1,5,5,4,3,2,4,1,2,2,"Suburban",2,2,233002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"787",1412,1,"Female",15,3,3,2,1,2,2,5,5,2,5,5,2,2,3,4,1,2,2,"Suburban",2,2,377302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"788",1413,1,"Female",15,3,5,2,1,2,2,5,5,3,4,5,4,4,3,4,1,3,3,"Rural",3,3,598202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"789",1414,1,"Female",15,3,5,2,3,1,1,5,4,3,3,4,4,4,3,4,1,2,2,"Suburban",2,2,295802,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"790",1416,1,"Female",15,3,5,2,3,2,2,5,5,2,5,5,3,3,2,4,1,1,1,"Urban",1,1,192802,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"791",1421,1,"Female",15,3,3,2,5,4,2,5,4,3,4,4,3,3,3,4,1,2,2,"Suburban",2,2,115202,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"792",1422,1,"Female",15,4,4,1,1,2,2,4,4,3,4,4,4,2,2,3,2,2,2,"Suburban",2,2,718204,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"793",1425,1,"Female",15,4,5,2,1,2,2,4,4,2,4,4,4,3,1,4,1,2,2,"Suburban",2,2,344403,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"794",1426,1,"Female",15,4,5,2,1,2,2,4,5,2,4,4,3,3,3,4,1,2,2,"Suburban",2,2,298803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"795",1427,1,"Female",15,4,5,2,1,2,2,4,5,3,4,5,2,4,1,4,1,2,2,"Suburban",2,2,201602,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"796",1428,1,"Female",15,4,5,2,1,2,2,5,5,2,5,5,4,4,3,4,1,2,2,"Suburban",2,2,203102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"797",1429,1,"Female",15,4,4,2,1,2,3,4,4,2,4,4,4,4,2,4,1,1,1,"Urban",1,1,235204,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"798",1431,1,"Female",15,4,5,2,3,1,1,5,5,1,5,5,1,3,1,4,1,2,2,"Suburban",2,2,238102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"799",1432,1,"Female",15,4,5,2,3,1,1,5,5,2,5,5,4,4,3,4,1,1,1,"Urban",1,1,287803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"800",1433,1,"Female",15,4,5,2,3,1,2,5,3,3,3,4,4,4,1,4,1,2,2,"Suburban",2,2,538102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"801",1435,1,"Female",15,4,4,2,3,2,1,5,4,2,4,5,4,4,2,4,2,2,2,"Suburban",2,2,91402,0,1,0,1.098612289,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"802",1436,1,"Female",15,4,4,2,3,2,1,5,5,2,4,5,4,4,2,4,1,1,1,"Urban",1,1,281203,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"803",1437,1,"Female",15,4,5,2,3,2,1,5,5,2,5,4,3,3,2,4,1,2,2,"Suburban",2,2,2702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"804",1438,1,"Female",15,4,3,2,3,2,2,4,2,2,2,4,3,4,2,3,2,2,2,"Suburban",2,2,202403,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"805",1439,1,"Female",15,4,5,2,3,2,2,4,4,3,4,4,4,4,1,4,2,3,3,"Rural",3,3,719802,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
