"","X","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"600",1095,1,"Female",12,4,5,1,3,2,1,5,5,2,5,5,4,4,3,4,1,2,2,"Suburban",2,2,416602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"601",1096,1,"Female",12,4,4,1,3,4,3,4,5,2,5,5,2,2,2,4,1,2,2,"Suburban",2,2,370604,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"602",1097,1,"Female",12,4,5,1,5,2,2,4,5,2,4,4,4,4,1,4,1,1,1,"Urban",1,1,385402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"603",1098,1,"Female",12,4,3,1,5,3,3,5,5,2,3,5,2,2,1,4,1,3,3,"Rural",3,3,605402,0,0,1,1.098612289,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"604",1099,1,"Female",12,4,5,1,5,4,1,5,5,3,5,5,2,4,3,4,1,2,2,"Suburban",2,2,99305,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"605",1100,1,"Female",12,4,3,2,1,2,1,5,4,2,4,4,2,2,3,3,1,1,1,"Urban",1,1,319802,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"606",1101,1,"Female",12,4,4,2,1,2,1,5,5,2,5,5,3,3,3,4,1,2,2,"Suburban",2,2,222903,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"607",1102,1,"Female",12,4,3,2,1,2,2,5,3,4,3,5,2,2,2,3,1,2,2,"Suburban",2,2,555702,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"608",1106,1,"Female",12,4,5,2,3,2,1,4,5,2,5,5,4,4,2,4,1,3,3,"Rural",3,3,701202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"609",1108,1,"Female",12,4,4,2,3,2,2,4,5,2,5,5,4,3,3,4,1,3,3,"Rural",3,3,693502,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"610",1109,1,"Female",12,4,5,2,3,2,2,5,4,3,4,3,2,3,3,4,1,3,3,"Rural",3,3,607404,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"611",1110,1,"Female",12,4,4,2,3,2,2,5,5,2,5,4,2,2,3,4,1,2,2,"Suburban",2,2,209603,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"612",1111,1,"Female",12,4,4,2,3,2,2,5,5,2,5,5,4,3,3,4,1,2,2,"Suburban",2,2,294502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"613",1113,1,"Female",12,4,5,2,3,3,2,5,5,2,4,4,4,3,1,4,2,1,1,"Urban",1,1,470402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"614",1116,1,"Female",12,4,5,2,3,4,2,5,5,3,5,5,3,3,2,4,1,2,2,"Suburban",2,2,298602,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"615",1120,1,"Female",12,5,3,1,1,2,1,5,5,1,5,5,2,3,1,4,1,3,3,"Rural",3,3,568802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"616",1123,1,"Female",12,5,4,1,1,2,2,5,5,2,5,5,4,4,3,4,2,3,3,"Rural",3,3,726103,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"617",1124,1,"Female",12,5,4,1,1,2,3,5,5,2,5,5,2,2,3,4,2,3,3,"Rural",3,3,570402,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"618",1126,1,"Female",12,5,5,1,1,3,3,3,3,5,3,2,1,1,1,4,2,1,1,"Urban",1,1,278602,1,0,0,1.098612289,1,1,0,0,0,1,1,0,1,1,1,7,1,8,2.197224577,3,1,0,0,1,0,0,0,0,0,1,0,0
"619",1129,1,"Female",12,5,4,1,1,4,2,4,5,2,5,5,4,3,3,4,1,3,3,"Rural",3,3,574302,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"620",1131,1,"Female",12,5,5,1,1,4,4,4,5,4,5,5,3,4,1,4,1,1,1,"Urban",1,1,419606,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"621",1133,1,"Female",12,5,4,1,3,1,1,5,5,2,5,5,4,3,1,4,1,3,3,"Rural",3,3,639003,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"622",1137,1,"Female",12,5,4,2,1,2,1,4,5,2,5,4,3,3,3,4,1,2,2,"Suburban",2,2,205602,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"623",1139,1,"Female",12,5,3,2,1,2,2,4,5,2,5,4,4,4,2,4,2,2,2,"Suburban",2,2,175104,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"624",1140,1,"Female",12,5,4,2,1,2,2,5,5,3,5,4,2,4,2,4,1,3,3,"Rural",3,3,131002,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"625",1142,1,"Female",12,5,5,2,1,2,3,5,5,1,5,5,4,4,3,4,1,3,3,"Rural",3,3,559204,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"626",1143,1,"Female",12,5,5,2,1,2,3,5,5,2,5,5,1,2,3,4,1,2,2,"Suburban",2,2,718602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"627",1149,1,"Female",12,5,3,2,3,1,1,5,5,3,5,5,4,4,3,4,1,1,1,"Urban",1,1,386102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"628",1150,1,"Female",12,5,4,2,3,1,2,5,5,2,4,5,4,3,3,4,1,3,3,"Rural",3,3,592202,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"629",1151,1,"Female",12,5,4,2,3,1,3,5,5,2,5,5,2,3,2,4,1,2,2,"Suburban",2,2,400702,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"630",1152,1,"Female",12,5,5,2,3,1,3,5,5,2,5,5,2,4,3,4,1,1,1,"Urban",1,1,483502,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"631",1153,1,"Female",12,5,4,2,3,2,2,4,5,2,5,5,3,2,3,4,1,2,2,"Suburban",2,2,611702,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"632",1154,1,"Female",12,5,3,2,3,2,2,5,4,2,5,4,2,3,2,4,2,2,2,"Suburban",2,2,152102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"633",1156,1,"Female",12,5,5,2,3,2,2,5,5,2,3,5,4,3,2,4,1,3,3,"Rural",3,3,675502,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,1,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"634",1157,1,"Female",12,5,3,2,3,4,2,4,4,4,4,4,1,2,3,4,1,2,2,"Suburban",2,2,51502,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"635",1159,1,"Female",12,5,5,2,3,4,2,5,5,2,5,4,4,4,2,4,2,2,2,"Suburban",2,2,323502,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"636",1160,1,"Female",12,5,5,2,5,2,2,5,5,1,5,5,4,4,1,4,2,2,2,"Suburban",2,2,489202,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"637",1161,1,"Female",12,5,5,2,5,3,3,5,5,1,5,5,3,3,3,4,2,1,1,"Urban",1,1,428903,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,4,1.609437912,1,1,0,0,1,0,0,0,0,0,1,0,0
"638",1178,1,"Female",13,1,4,1,1,1,4,5,4,2,4,4,3,1,3,3,1,3,3,"Rural",3,3,573502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"639",1182,1,"Female",13,2,5,2,1,1,1,5,5,2,5,5,1,1,1,4,1,2,2,"Suburban",2,2,133103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"640",1183,1,"Female",13,2,5,2,1,2,2,4,4,4,4,4,4,3,3,4,1,2,2,"Suburban",2,2,408702,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,4,1.609437912,3,0,1,0,0,1,0,0,1,0,0,1,0
"641",1185,1,"Female",13,2,5,2,1,2,2,4,5,2,4,5,2,3,3,3,2,2,2,"Suburban",2,2,409402,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,3,0,1,0,0,1,0,0,1,0,0,1,0
"642",1186,1,"Female",13,2,4,2,1,2,2,5,5,2,5,5,4,4,3,4,1,3,3,"Rural",3,3,630303,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"643",1187,1,"Female",13,2,5,2,1,5,4,5,5,4,5,5,2,4,2,4,1,2,2,"Suburban",2,2,366704,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,3,0,1,0,0,1,0,0,1,0,0,1,0
"644",1189,1,"Female",13,2,4,2,5,1,1,5,3,5,2,2,2,3,2,4,1,2,2,"Suburban",2,2,403702,0,1,0,3.526360525,1,1,0,0,0,1,0,0,0,0,1,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"645",1192,1,"Female",13,3,4,1,3,2,2,4,4,3,5,4,4,3,2,4,2,1,1,"Urban",1,1,10103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"646",1193,1,"Female",13,3,4,2,1,2,2,5,5,2,5,5,4,4,3,4,1,2,2,"Suburban",2,2,146503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"647",1196,1,"Female",13,3,4,2,1,4,2,5,5,3,4,4,3,3,3,4,1,2,2,"Suburban",2,2,389903,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,1,0,0,1,0,0,1,0,0,1,0
"648",1197,1,"Female",13,3,5,2,1,5,3,5,4,3,4,4,4,4,3,4,1,1,1,"Urban",1,1,225903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"649",1198,1,"Female",13,3,5,2,3,1,2,5,5,1,5,5,4,4,3,4,1,1,1,"Urban",1,1,234903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"650",1200,1,"Female",13,3,3,2,3,2,2,4,4,3,4,4,2,4,3,3,2,3,3,"Rural",3,3,798702,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"651",1201,1,"Female",13,3,4,2,3,2,2,4,5,2,5,5,4,4,3,4,2,1,1,"Urban",1,1,475102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"652",1202,1,"Female",13,3,4,2,3,4,2,4,5,2,5,4,4,4,2,4,1,1,1,"Urban",1,1,319003,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,3,1,0,0,1,0,0,0,0,0,1,0,0
"653",1203,1,"Female",13,3,3,2,5,4,3,4,4,4,4,5,2,3,2,4,1,1,1,"Urban",1,1,9903,1,0,0,1.098612289,1,1,0,1,1,1,1,0,1,0,1,8,1,9,2.302585093,1,1,0,0,1,0,0,0,0,0,1,0,0
"654",1205,1,"Female",13,4,4,1,1,1,1,5,5,2,5,5,4,4,3,4,1,2,2,"Suburban",2,2,616102,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"655",1207,1,"Female",13,4,5,1,1,2,4,4,4,4,4,4,3,4,3,4,1,2,2,"Suburban",2,2,329803,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,3,0,1,0,0,1,0,0,1,0,0,1,0
"656",1208,1,"Female",13,4,4,1,3,2,1,5,4,3,5,5,4,4,3,4,1,3,3,"Rural",3,3,728403,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"657",1209,1,"Female",13,4,4,1,3,2,1,5,5,1,5,5,4,4,3,4,1,3,3,"Rural",3,3,766802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"658",1210,1,"Female",13,4,3,1,3,2,2,4,4,2,4,4,2,2,3,4,2,2,2,"Suburban",2,2,300402,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"659",1212,1,"Female",13,4,4,1,3,4,1,5,5,2,5,4,4,4,3,4,1,1,1,"Urban",1,1,81103,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"660",1213,1,"Female",13,4,3,1,3,4,2,4,4,2,4,4,2,3,1,3,2,3,3,"Rural",3,3,745702,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2,0,0,1,0,0,1,0,0,1,0,0,1
"661",1214,1,"Female",13,4,5,1,5,3,3,4,5,2,5,4,4,4,3,4,1,3,3,"Rural",3,3,562803,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"662",1216,1,"Female",13,4,2,2,1,1,1,5,5,3,5,5,4,3,2,4,1,3,3,"Rural",3,3,621503,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"663",1218,1,"Female",13,4,3,2,1,2,1,5,5,3,5,5,4,4,1,4,2,3,3,"Rural",3,3,658702,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"664",1219,1,"Female",13,4,5,2,1,2,2,4,3,4,2,3,3,3,3,4,1,1,1,"Urban",1,1,319503,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,3,1,0,0,1,0,0,0,0,0,1,0,0
"665",1220,1,"Female",13,4,4,2,1,2,2,4,4,2,4,4,4,4,2,4,2,2,2,"Suburban",2,2,162602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"666",1222,1,"Female",13,4,5,2,1,2,2,5,4,2,4,4,2,4,2,4,1,2,2,"Suburban",2,2,228602,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"667",1224,1,"Female",13,4,4,2,1,2,2,5,5,1,5,5,3,4,2,4,1,3,3,"Rural",3,3,84202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"668",1228,1,"Female",13,4,3,2,1,4,2,4,4,2,3,4,3,4,3,4,2,1,1,"Urban",1,1,386602,1,0,0,1.098612289,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"669",1229,1,"Female",13,4,5,2,1,4,2,4,5,2,5,4,4,3,3,4,1,2,2,"Suburban",2,2,209002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"670",1230,1,"Female",13,4,3,2,1,4,2,5,4,2,4,4,3,3,3,4,1,1,1,"Urban",1,1,362202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"671",1231,1,"Female",13,4,3,2,1,5,2,5,4,3,3,4,1,3,3,3,2,3,3,"Rural",3,3,545502,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"672",1232,1,"Female",13,4,4,2,3,1,1,5,5,2,5,5,3,4,2,4,1,3,3,"Rural",3,3,580403,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"673",1234,1,"Female",13,4,3,2,3,1,2,4,5,2,5,5,3,3,3,4,1,2,2,"Suburban",2,2,223303,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"674",1235,1,"Female",13,4,4,2,3,2,1,5,5,2,5,5,2,2,2,4,1,2,2,"Suburban",2,2,237503,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"675",1236,1,"Female",13,4,5,2,3,2,1,5,5,3,5,5,4,4,2,4,1,1,1,"Urban",1,1,281204,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"676",1237,1,"Female",13,4,5,2,3,2,2,4,4,2,4,4,3,3,3,4,1,2,2,"Suburban",2,2,300103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"677",1238,1,"Female",13,4,5,2,3,2,2,4,5,2,5,5,4,4,2,4,1,2,2,"Suburban",2,2,25702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"678",1242,1,"Female",13,4,3,2,3,4,2,5,4,3,3,4,4,4,1,3,2,2,2,"Suburban",2,2,782302,0,1,0,1.098612289,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"679",1243,1,"Female",13,4,4,2,3,4,2,5,4,3,4,5,3,3,2,4,1,2,2,"Suburban",2,2,24802,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1,0,1,0,0,1,0,0,1,0,0,1,0
"680",1244,1,"Female",13,5,5,1,1,1,1,5,4,2,4,4,2,1,2,4,1,2,2,"Suburban",2,2,403302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"681",1245,1,"Female",13,5,5,1,1,1,1,5,5,2,5,5,4,3,1,4,1,2,2,"Suburban",2,2,488203,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1.098612289,2,0,1,0,0,1,0,0,1,0,0,1,0
"682",1246,1,"Female",13,5,4,1,1,2,1,4,4,3,4,4,4,4,3,4,3,2,2,"Suburban",2,2,418302,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,3,0,1,0,0,1,0,0,1,0,0,1,0
"683",1247,1,"Female",13,5,5,1,1,2,1,5,5,2,5,5,4,4,2,4,1,1,1,"Urban",1,1,434502,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"684",1248,1,"Female",13,5,5,1,1,2,2,5,4,2,4,4,2,4,1,4,1,3,3,"Rural",3,3,730702,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,0,1,0,0,1,0,0,1,0,0,1
"685",1249,1,"Female",13,5,3,1,1,2,3,5,5,3,4,5,4,4,2,4,1,3,3,"Rural",3,3,716602,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"686",1251,1,"Female",13,5,4,1,1,4,1,5,5,3,4,4,4,4,1,4,2,2,2,"Suburban",2,2,783302,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"687",1252,1,"Female",13,5,3,1,1,4,2,4,2,2,2,3,2,1,1,1,3,2,2,"Suburban",2,2,623103,0,1,0,1.098612289,0,1,0,0,0,0,1,1,0,0,0,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"688",1253,1,"Female",13,5,5,1,1,4,4,4,4,4,4,4,4,3,1,4,1,1,1,"Urban",1,1,461902,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"689",1254,1,"Female",13,5,4,1,3,1,2,4,5,2,5,5,2,4,2,4,1,1,1,"Urban",1,1,234904,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"690",1256,1,"Female",13,5,3,1,3,2,2,4,5,3,4,5,3,3,1,3,1,2,2,"Suburban",2,2,457602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"691",1257,1,"Female",13,5,5,1,3,2,2,4,5,5,4,4,4,3,3,4,1,1,1,"Urban",1,1,505703,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,1,0,0,1,0,0,0,0,0,1,0,0
"692",1259,1,"Female",13,5,4,1,3,4,2,4,4,2,4,4,4,4,1,4,1,3,3,"Rural",3,3,756403,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,0,1,0,0,1,0,0,1,0,0,1
"693",1260,1,"Female",13,5,5,1,3,4,2,4,5,2,3,4,4,4,2,4,1,1,1,"Urban",1,1,520303,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"694",1262,1,"Female",13,5,3,2,1,1,1,5,5,1,5,5,2,3,1,4,2,3,3,"Rural",3,3,658202,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"695",1264,1,"Female",13,5,3,2,1,1,2,4,3,2,3,4,4,4,3,4,1,3,3,"Rural",3,3,568702,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"696",1266,1,"Female",13,5,4,2,1,2,1,4,5,2,5,5,4,4,2,4,1,3,3,"Rural",3,3,640402,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"697",1267,1,"Female",13,5,5,2,1,2,2,4,4,2,5,4,4,4,3,4,1,2,2,"Suburban",2,2,611002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"698",1268,1,"Female",13,5,4,2,1,2,2,4,5,2,5,4,4,3,3,4,1,3,3,"Rural",3,3,728102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"699",1269,1,"Female",13,5,5,2,1,4,1,4,4,2,2,4,4,3,3,4,1,2,2,"Suburban",2,2,179402,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1.098612289,2,0,1,0,0,1,0,0,1,0,0,1,0
"700",1270,1,"Female",13,5,5,2,1,4,2,5,5,2,5,4,3,4,2,4,1,3,3,"Rural",3,3,570703,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"701",1272,1,"Female",13,5,5,2,3,1,1,5,5,1,5,5,2,4,3,4,1,2,2,"Suburban",2,2,296502,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"702",1273,1,"Female",13,5,3,2,3,1,2,4,4,2,4,4,4,4,1,4,1,1,1,"Urban",1,1,519502,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,5,1,6,1.945910149,1,1,0,0,1,0,0,0,0,0,1,0,0
